,GISJoinMatchCode,DataFileYear,EstimatesMedianyearstructurebuilt
1519,G3200030003431,2014-2018,1991
1520,G3200030003500,2014-2018,1983
1521,G3200030003607,2014-2018,1999
1522,G3200030003609,2014-2018,1995
1523,G3200030003610,2014-2018,1996
1524,G3200030003612,2014-2018,1997
1525,G3200030003613,2014-2018,1997
1526,G3200030003615,2014-2018,1996
1527,G3200030003616,2014-2018,1992
1528,G3200030003617,2014-2018,1995
1529,G3200030003618,2014-2018,2005
1530,G3200030003619,2014-2018,2006
1531,G3200030003620,2014-2018,NA
1532,G3200030003621,2014-2018,NA
1533,G3200030003622,2014-2018,NA
1534,G3200030003623,2014-2018,NA
1535,G3200030003624,2014-2018,NA
1536,G3200030003625,2014-2018,2006
1537,G3200030003626,2014-2018,2005
1538,G3200030003627,2014-2018,2004
1539,G3200030003628,2014-2018,2005
1540,G3200030003629,2014-2018,2005
1541,G3200030003630,2014-2018,1999
1542,G3200030003631,2014-2018,2005
1543,G3200030003632,2014-2018,2002
1544,G3200030003633,2014-2018,1999
1545,G3200030003634,2014-2018,1998
1546,G3200030003635,2014-2018,1996
1547,G3200030003636,2014-2018,1997
1548,G3200030003637,2014-2018,NA
1549,G3200030003638,2014-2018,2004
1550,G3200030003639,2014-2018,1997
1551,G3200030003640,2014-2018,1998
1552,G3200030003641,2014-2018,2002
1553,G3200030003642,2014-2018,2003
1554,G3200030003643,2014-2018,1996
1555,G3200030003644,2014-2018,1996
1556,G3200030003700,2014-2018,1967
1557,G3200030003800,2014-2018,1976
1558,G3200030004000,2014-2018,1960
1559,G3200030004100,2014-2018,1965
1560,G3200030004200,2014-2018,1974
1561,G3200030004301,2014-2018,1974
1562,G3200030004302,2014-2018,1969
1563,G3200030004401,2014-2018,1965
1564,G3200030004402,2014-2018,1974
1565,G3200030004500,2014-2018,1966
1566,G3200030004601,2014-2018,1982
1567,G3200030004602,2014-2018,1976
1568,G3200030004703,2014-2018,1987
1569,G3200030004707,2014-2018,1987
1570,G3200030004709,2014-2018,1993
1571,G3200030004710,2014-2018,1990
1572,G3200030004712,2014-2018,1984
1573,G3200030004713,2014-2018,1989
1574,G3200030004714,2014-2018,1992
1575,G3200030004715,2014-2018,2000
1576,G3200030004716,2014-2018,1988
1577,G3200030004717,2014-2018,1975
1578,G3200030004907,2014-2018,1996
1579,G3200030004910,2014-2018,1991
1580,G3200030004911,2014-2018,1990
1581,G3200030004912,2014-2018,1988
1582,G3200030004914,2014-2018,1982
1583,G3200030004915,2014-2018,1986
1584,G3200030004916,2014-2018,1987
1585,G3200030004917,2014-2018,1985
1586,G3200030004918,2014-2018,1994
1587,G3200030004919,2014-2018,1997
1588,G3200030004920,2014-2018,1989
1589,G3200030004921,2014-2018,1987
1590,G3200030004923,2014-2018,1997
1591,G3200030004924,2014-2018,1980
1592,G3200030004925,2014-2018,1997
1593,G3200030004926,2014-2018,2003
1594,G3200030005005,2014-2018,1986
1595,G3200030005006,2014-2018,1992
1596,G3200030005007,2014-2018,2002
1597,G3200030005010,2014-2018,1992
1598,G3200030005011,2014-2018,1986
1599,G3200030005012,2014-2018,1993
1600,G3200030005013,2014-2018,2004
1601,G3200030005014,2014-2018,1996
1602,G3200030005015,2014-2018,2005
1603,G3200030005016,2014-2018,2002
1604,G3200030005017,2014-2018,2007
1605,G3200030005101,2014-2018,1995
1606,G3200030005102,2014-2018,1986
1607,G3200030005103,2014-2018,1990
1608,G3200030005104,2014-2018,1988
1609,G3200030005105,2014-2018,2002
1610,G3200030005106,2014-2018,1988
1611,G3200030005107,2014-2018,1993
1612,G3200030005108,2014-2018,1997
1613,G3200030005109,2014-2018,1997
1614,G3200030005200,2014-2018,1969
1615,G3200030005311,2014-2018,1994
1616,G3200030005312,2014-2018,NA
1617,G3200030005313,2014-2018,1994
1618,G3200030005314,2014-2018,1989
1619,G3200030005315,2014-2018,1996
1620,G3200030005316,2014-2018,1988
1621,G3200030005317,2014-2018,1994
1622,G3200030005318,2014-2018,1995
1623,G3200030005319,2014-2018,1995
1624,G3200030005320,2014-2018,1991
1625,G3200030005321,2014-2018,1994
1626,G3200030005322,2014-2018,1994
1627,G3200030005333,2014-2018,1996
1628,G3200030005335,2014-2018,1991
1629,G3200030005336,2014-2018,1993
1630,G3200030005337,2014-2018,1996
1631,G3200030005338,2014-2018,1995
1632,G3200030005341,2014-2018,1986
1633,G3200030005342,2014-2018,1984
1634,G3200030005343,2014-2018,1998
1635,G3200030005346,2014-2018,2001
1636,G3200030005347,2014-2018,2002
1637,G3200030005348,2014-2018,2000
1638,G3200030005349,2014-2018,2002
1639,G3200030005350,2014-2018,NA
1640,G3200030005351,2014-2018,2003
1641,G3200030005352,2014-2018,1997
1642,G3200030005353,2014-2018,2003
1643,G3200030005354,2014-2018,2004
1644,G3200030005355,2014-2018,2000
1645,G3200030005356,2014-2018,2003
1646,G3200030005357,2014-2018,2002
1647,G3200030005358,2014-2018,NA
1648,G3200030005359,2014-2018,2000
1649,G3200030005360,2014-2018,2002
1650,G3200030005421,2014-2018,1981
1651,G3200030005422,2014-2018,1974
1652,G3200030005423,2014-2018,1990
1653,G3200030005432,2014-2018,1997
1654,G3200030005433,2014-2018,1993
1655,G3200030005434,2014-2018,1997
1656,G3200030005435,2014-2018,2003
1657,G3200030005436,2014-2018,2005
1658,G3200030005437,2014-2018,2004
1659,G3200030005438,2014-2018,1990
1660,G3200030005439,2014-2018,1983
1661,G3200030005501,2014-2018,1991
1662,G3200030005502,2014-2018,1979
1663,G3200030005503,2014-2018,1956
1664,G3200030005504,2014-2018,1981
1665,G3200030005607,2014-2018,1996
1666,G3200030005612,2014-2018,1983
1667,G3200030005613,2014-2018,1990
1668,G3200030005614,2014-2018,1995
1669,G3200030005615,2014-2018,2002
1670,G3200030005702,2014-2018,1988
1671,G3200030005703,2014-2018,1988
1672,G3200030005704,2014-2018,1987
1673,G3200030005705,2014-2018,2000
1674,G3200030005711,2014-2018,NA
1675,G3200030005712,2014-2018,2006
1676,G3200030005713,2014-2018,2006
1677,G3200030005714,2014-2018,2004
1678,G3200030005715,2014-2018,NA
1679,G3200030005716,2014-2018,NA
1680,G3200030005803,2014-2018,1996
1681,G3200030005804,2014-2018,1995
1682,G3200030005805,2014-2018,1990
1683,G3200030005806,2014-2018,1988
1684,G3200030005807,2014-2018,1987
1685,G3200030005808,2014-2018,1986
1686,G3200030005809,2014-2018,1988
1687,G3200030005811,2014-2018,1996
1688,G3200030005813,2014-2018,1997
1689,G3200030005818,2014-2018,1980
1690,G3200030005822,2014-2018,NA
1691,G3200030005823,2014-2018,2007
1692,G3200030005824,2014-2018,2005
1693,G3200030005825,2014-2018,1995
1694,G3200030005826,2014-2018,1996
1695,G3200030005827,2014-2018,2005
1696,G3200030005828,2014-2018,2006
1697,G3200030005829,2014-2018,NA
1698,G3200030005830,2014-2018,2006
1699,G3200030005831,2014-2018,2007
1700,G3200030005832,2014-2018,2011
1701,G3200030005833,2014-2018,2008
1702,G3200030005834,2014-2018,2002
1703,G3200030005835,2014-2018,2005
1704,G3200030005836,2014-2018,2004
1705,G3200030005837,2014-2018,NA
1706,G3200030005838,2014-2018,2006
1707,G3200030005839,2014-2018,2006
1708,G3200030005840,2014-2018,2007
1709,G3200030005841,2014-2018,NA
1710,G3200030005842,2014-2018,2006
1711,G3200030005843,2014-2018,2005
1712,G3200030005844,2014-2018,2003
1713,G3200030005845,2014-2018,2001
1714,G3200030005846,2014-2018,2007
1715,G3200030005847,2014-2018,2006
1716,G3200030005848,2014-2018,2002
1717,G3200030005849,2014-2018,1996
1718,G3200030005850,2014-2018,2005
1719,G3200030005851,2014-2018,2005
1720,G3200030005852,2014-2018,NA
1721,G3200030005853,2014-2018,2005
1722,G3200030005854,2014-2018,2006
1723,G3200030005855,2014-2018,2005
1724,G3200030005856,2014-2018,NA
1725,G3200030005902,2014-2018,1990
1726,G3200030005903,2014-2018,2004
1727,G3200030005904,2014-2018,2007
1728,G3200030005905,2014-2018,1997
1729,G3200030006001,2014-2018,1997
1730,G3200030006103,2014-2018,1994
1731,G3200030006104,2014-2018,2001
1732,G3200030006201,2014-2018,1993
1733,G3200030006202,2014-2018,1993
1734,G3200030006203,2014-2018,1992
1735,G3200030006204,2014-2018,1996
1736,G3200030006700,2014-2018,2005
1737,G3200030006800,2014-2018,1976
1738,G3200030006900,2014-2018,1992
1739,G3200030007100,2014-2018,1976
1740,G3200030007200,2014-2018,1988
1741,G3200030007500,2014-2018,1986
1742,G3200030007600,2014-2018,1992
1743,G3200030007800,2014-2018,1994
1744,G3200050001000,2014-2018,1976
1745,G3200050001100,2014-2018,1990
1746,G3200050001200,2014-2018,1990
1747,G3200050001300,2014-2018,1992
1748,G3200050001400,2014-2018,1993
1749,G3200050001500,2014-2018,1998
1750,G3200050001600,2014-2018,1976
1751,G3200050001700,2014-2018,1973
1752,G3200050001800,2014-2018,1978
1753,G3200050001900,2014-2018,1989
1754,G3200050002000,2014-2018,1987
1755,G3200050002100,2014-2018,1997
1756,G3200050002200,2014-2018,1997
1757,G3200050002300,2014-2018,1996
1758,G3200050002400,2014-2018,1994
1759,G3200050002500,2014-2018,1987
1760,G3200050990000,2014-2018,NA
1761,G3200070950200,2014-2018,1977
1762,G3200070950701,2014-2018,1995
1763,G3200070950702,2014-2018,1985
1764,G3200070950800,2014-2018,1962
1765,G3200070950900,2014-2018,1972
1766,G3200070951000,2014-2018,1952
1767,G3200070951201,2014-2018,1996
1768,G3200070951202,2014-2018,1989
1769,G3200070951300,2014-2018,1977
1770,G3200070951401,2014-2018,1992
1771,G3200070951402,2014-2018,1996
1772,G3200070951500,2014-2018,1989
1773,G3200070951600,2014-2018,1985
1774,G3200070951700,2014-2018,1981
1775,G3200090950100,2014-2018,1975
1776,G3200110000100,2014-2018,1983
1777,G3200130010500,2014-2018,1983
1778,G3200130010600,2014-2018,1987
1779,G3200130010701,2014-2018,1977
1780,G3200130010702,2014-2018,1995
1781,G3200150000300,2014-2018,1980
1782,G3200170950100,2014-2018,1987
1783,G3200170950200,2014-2018,1973
1784,G3200190960101,2014-2018,2003
1785,G3200190960102,2014-2018,1995
1786,G3200190960103,2014-2018,1987
1787,G3200190960201,2014-2018,1991
1788,G3200190960202,2014-2018,1991
1789,G3200190960301,2014-2018,1987
1790,G3200190960302,2014-2018,2001
1791,G3200190960303,2014-2018,2000
1792,G3200190960800,2014-2018,1982
1793,G3200190960900,2014-2018,1980
1794,G3200210970700,2014-2018,1969
1795,G3200210970800,2014-2018,1982
1796,G3200230960100,2014-2018,1985
1797,G3200230960200,2014-2018,1967
1798,G3200230960300,2014-2018,1980
1799,G3200230960401,2014-2018,2000
1800,G3200230960402,2014-2018,1994
1801,G3200230960403,2014-2018,1994
1802,G3200230960404,2014-2018,1997
1803,G3200230960405,2014-2018,1993
1804,G3200230960406,2014-2018,2001
1805,G3200230980500,2014-2018,NA
1806,G3200270960100,2014-2018,1984
1807,G3200290970200,2014-2018,1991
1808,G3200310000101,2014-2018,1969
1809,G3200310000102,2014-2018,1976
1810,G3200310000201,2014-2018,1962
1811,G3200310000202,2014-2018,1965
1812,G3200310000300,2014-2018,1957
1813,G3200310000400,2014-2018,1954
1814,G3200310000700,2014-2018,1965
1815,G3200310000900,2014-2018,1972
1816,G3200310001005,2014-2018,1979
1817,G3200310001008,2014-2018,1975
1818,G3200310001009,2014-2018,1979
1819,G3200310001010,2014-2018,2000
1820,G3200310001011,2014-2018,1987
1821,G3200310001012,2014-2018,1991
1822,G3200310001013,2014-2018,2000
1823,G3200310001014,2014-2018,1988
1824,G3200310001015,2014-2018,1979
1825,G3200310001101,2014-2018,1964
1826,G3200310001103,2014-2018,1993
1827,G3200310001104,2014-2018,1974
1828,G3200310001105,2014-2018,1984
1829,G3200310001201,2014-2018,1991
1830,G3200310001202,2014-2018,1991
1831,G3200310001300,2014-2018,1967
1832,G3200310001400,2014-2018,1961
1833,G3200310001501,2014-2018,1997
1834,G3200310001502,2014-2018,1974
1835,G3200310001701,2014-2018,1979
1836,G3200310001702,2014-2018,1990
1837,G3200310001801,2014-2018,1974
1838,G3200310001802,2014-2018,1972
1839,G3200310001901,2014-2018,1975
1840,G3200310001902,2014-2018,1973
1841,G3200310002103,2014-2018,1996
1842,G3200310002104,2014-2018,1980
1843,G3200310002105,2014-2018,1983
1844,G3200310002106,2014-2018,1976
1845,G3200310002107,2014-2018,1968
1846,G3200310002204,2014-2018,1975
1847,G3200310002205,2014-2018,1984
1848,G3200310002206,2014-2018,2004
1849,G3200310002207,2014-2018,2006
1850,G3200310002208,2014-2018,2001
1851,G3200310002209,2014-2018,2005
1852,G3200310002210,2014-2018,1998
1853,G3200310002211,2014-2018,1977
1854,G3200310002212,2014-2018,1976
1855,G3200310002301,2014-2018,2005
1856,G3200310002302,2014-2018,1991
1857,G3200310002401,2014-2018,1984
1858,G3200310002406,2014-2018,1971
1859,G3200310002407,2014-2018,1994
1860,G3200310002408,2014-2018,1994
1861,G3200310002409,2014-2018,2003
1862,G3200310002410,2014-2018,1995
1863,G3200310002411,2014-2018,1993
1864,G3200310002412,2014-2018,1998
1865,G3200310002500,2014-2018,1976
1866,G3200310002603,2014-2018,1981
1867,G3200310002610,2014-2018,1999
1868,G3200310002611,2014-2018,1991
1869,G3200310002612,2014-2018,1990
1870,G3200310002613,2014-2018,NA
1871,G3200310002614,2014-2018,1995
1872,G3200310002615,2014-2018,2002
1873,G3200310002616,2014-2018,1989
1874,G3200310002617,2014-2018,2003
1875,G3200310002618,2014-2018,1977
1876,G3200310002619,2014-2018,1991
1877,G3200310002703,2014-2018,1978
1878,G3200310002704,2014-2018,1987
1879,G3200310002705,2014-2018,1986
1880,G3200310002706,2014-2018,1990
1881,G3200310002707,2014-2018,1990
1882,G3200310002801,2014-2018,1980
1883,G3200310002802,2014-2018,1970
1884,G3200310002901,2014-2018,1971
1885,G3200310002902,2014-2018,1966
1886,G3200310003000,2014-2018,1975
1887,G3200310003101,2014-2018,1988
1888,G3200310003105,2014-2018,1980
1889,G3200310003106,2014-2018,1981
1890,G3200310003108,2014-2018,1983
1891,G3200310003109,2014-2018,2004
1892,G3200310003110,2014-2018,1987
1893,G3200310003202,2014-2018,1987
1894,G3200310003203,2014-2018,1997
1895,G3200310003204,2014-2018,1985
1896,G3200310003305,2014-2018,1975
1897,G3200310003306,2014-2018,1976
1898,G3200310003307,2014-2018,1980
1899,G3200310003308,2014-2018,1980
1900,G3200310003309,2014-2018,1982
1901,G3200310003501,2014-2018,1994
1902,G3200310003503,2014-2018,1995
1903,G3200310003504,2014-2018,2001
1904,G3200310003507,2014-2018,1997
1905,G3200310003508,2014-2018,2001
1906,G3200310003509,2014-2018,2005
1907,G3200310003510,2014-2018,1998
1908,G3200310003511,2014-2018,1999
1909,G3200310003512,2014-2018,2003
1910,G3200310003513,2014-2018,2004
1911,G3200310003514,2014-2018,1995
1912,G3200310003515,2014-2018,2005
1913,G3200310940200,2014-2018,1982
1914,G3200310980000,2014-2018,NA
1915,G3200310980100,2014-2018,NA
1916,G3200310980200,2014-2018,NA
1917,G3200310980300,2014-2018,NA
1918,G3200310990000,2014-2018,NA
1919,G3200310990100,2014-2018,NA
1920,G3200330970100,2014-2018,1946
1921,G3200330970200,2014-2018,1983
1922,G3200330970300,2014-2018,1965
1923,G3205100000100,2014-2018,1970
1924,G3205100000200,2014-2018,1976
1925,G3205100000300,2014-2018,1988
1926,G3205100000400,2014-2018,1981
1927,G3205100000501,2014-2018,1990
1928,G3205100000502,2014-2018,1978
1929,G3205100000600,2014-2018,1981
1930,G3205100000701,2014-2018,1980
1931,G3205100000702,2014-2018,1988
1932,G3205100000800,2014-2018,1983
1933,G3205100000900,2014-2018,1978
1934,G3205100001001,2014-2018,1979
1935,G3205100001002,2014-2018,1991
1936,G3205100990000,2014-2018,NA
1937,G3500010000107,2014-2018,1980
1938,G3500010000108,2014-2018,1974
1939,G3500010000109,2014-2018,1969
1940,G3500010000110,2014-2018,1971
1941,G3500010000111,2014-2018,1969
1942,G3500010000112,2014-2018,1981
1943,G3500010000113,2014-2018,1976
1944,G3500010000114,2014-2018,1959
1945,G3500010000115,2014-2018,1966
1946,G3500010000116,2014-2018,1973
1947,G3500010000117,2014-2018,1974
1948,G3500010000118,2014-2018,1970
1949,G3500010000119,2014-2018,1965
1950,G3500010000120,2014-2018,1964
1951,G3500010000121,2014-2018,1961
1952,G3500010000122,2014-2018,1960
1953,G3500010000123,2014-2018,1964
1954,G3500010000124,2014-2018,1971
1955,G3500010000125,2014-2018,1984
1956,G3500010000126,2014-2018,1978
1957,G3500010000127,2014-2018,1962
1958,G3500010000128,2014-2018,1959
1959,G3500010000129,2014-2018,1976
1960,G3500010000203,2014-2018,1970
1961,G3500010000204,2014-2018,1966
1962,G3500010000205,2014-2018,1969
1963,G3500010000206,2014-2018,1958
1964,G3500010000207,2014-2018,1959
1965,G3500010000208,2014-2018,1955
1966,G3500010000300,2014-2018,1959
1967,G3500010000401,2014-2018,1960
1968,G3500010000402,2014-2018,1955
1969,G3500010000501,2014-2018,1972
1970,G3500010000502,2014-2018,1957
1971,G3500010000601,2014-2018,1961
1972,G3500010000603,2014-2018,1967
1973,G3500010000604,2014-2018,1966
1974,G3500010000704,2014-2018,1971
1975,G3500010000707,2014-2018,1973
1976,G3500010000708,2014-2018,1987
1977,G3500010000710,2014-2018,1992
1978,G3500010000711,2014-2018,1979
1979,G3500010000712,2014-2018,1975
1980,G3500010000713,2014-2018,1982
1981,G3500010000714,2014-2018,1999
1982,G3500010000801,2014-2018,2002
1983,G3500010000901,2014-2018,1975
1984,G3500010000903,2014-2018,1968
1985,G3500010000904,2014-2018,1960
1986,G3500010001101,2014-2018,1957
1987,G3500010001102,2014-2018,1957
1988,G3500010001200,2014-2018,1974
1989,G3500010001300,2014-2018,1958
1990,G3500010001400,2014-2018,1946
1991,G3500010001500,2014-2018,1950
1992,G3500010001600,2014-2018,1961
1993,G3500010001700,2014-2018,1953
1994,G3500010001800,2014-2018,1978
1995,G3500010001900,2014-2018,1960
1996,G3500010002000,2014-2018,1982
1997,G3500010002100,2014-2018,1997
1998,G3500010002200,2014-2018,1958
1999,G3500010002300,2014-2018,1968
2000,G3500010002401,2014-2018,1974
2001,G3500010002402,2014-2018,1968
2002,G3500010002500,2014-2018,1989
2003,G3500010002600,2014-2018,1945
2004,G3500010002700,2014-2018,1943
2005,G3500010002900,2014-2018,1961
2006,G3500010003001,2014-2018,1975
2007,G3500010003002,2014-2018,1978
2008,G3500010003100,2014-2018,1970
2009,G3500010003201,2014-2018,1959
2010,G3500010003202,2014-2018,1960
2011,G3500010003400,2014-2018,1980
2012,G3500010003501,2014-2018,1979
2013,G3500010003502,2014-2018,1964
2014,G3500010003600,2014-2018,1975
2015,G3500010003707,2014-2018,1978
2016,G3500010003712,2014-2018,1978
2017,G3500010003714,2014-2018,1977
2018,G3500010003715,2014-2018,1984
2019,G3500010003717,2014-2018,1982
2020,G3500010003718,2014-2018,1974
2021,G3500010003719,2014-2018,1984
2022,G3500010003721,2014-2018,1995
2023,G3500010003722,2014-2018,2001
2024,G3500010003723,2014-2018,1986
2025,G3500010003724,2014-2018,1976
2026,G3500010003725,2014-2018,1975
2027,G3500010003726,2014-2018,1993
2028,G3500010003728,2014-2018,1984
2029,G3500010003729,2014-2018,1995
2030,G3500010003730,2014-2018,1993
2031,G3500010003731,2014-2018,1997
2032,G3500010003732,2014-2018,1997
2033,G3500010003733,2014-2018,1978
2034,G3500010003735,2014-2018,2001
2035,G3500010003736,2014-2018,1987
2036,G3500010003737,2014-2018,1989
2037,G3500010003738,2014-2018,1985
2038,G3500010003803,2014-2018,1989
2039,G3500010003804,2014-2018,1991
2040,G3500010003805,2014-2018,1984
2041,G3500010003806,2014-2018,1992
2042,G3500010003807,2014-2018,1989
2043,G3500010004001,2014-2018,1985
2044,G3500010004300,2014-2018,1960
2045,G3500010004401,2014-2018,1967
2046,G3500010004402,2014-2018,1975
2047,G3500010004501,2014-2018,1958
2048,G3500010004502,2014-2018,1960
2049,G3500010004602,2014-2018,1974
2050,G3500010004603,2014-2018,1965
2051,G3500010004604,2014-2018,1978
2052,G3500010004712,2014-2018,1997
2053,G3500010004713,2014-2018,1981
2054,G3500010004715,2014-2018,1990
2055,G3500010004716,2014-2018,1991
2056,G3500010004717,2014-2018,1997
2057,G3500010004720,2014-2018,1980
2058,G3500010004722,2014-2018,1992
2059,G3500010004723,2014-2018,1994
2060,G3500010004724,2014-2018,1985
2061,G3500010004725,2014-2018,1991
2062,G3500010004726,2014-2018,1989
2063,G3500010004727,2014-2018,1980
2064,G3500010004728,2014-2018,1993
2065,G3500010004729,2014-2018,1995
2066,G3500010004733,2014-2018,1998
2067,G3500010004734,2014-2018,1996
2068,G3500010004735,2014-2018,1994
2069,G3500010004736,2014-2018,1994
2070,G3500010004737,2014-2018,2006
2071,G3500010004738,2014-2018,2004
2072,G3500010004739,2014-2018,2000
2073,G3500010004740,2014-2018,2003
2074,G3500010004741,2014-2018,1999
2075,G3500010004742,2014-2018,1991
2076,G3500010004743,2014-2018,2003
2077,G3500010004744,2014-2018,2003
2078,G3500010004745,2014-2018,1999
2079,G3500010004746,2014-2018,2004
2080,G3500010004747,2014-2018,1992
2081,G3500010004748,2014-2018,2003
2082,G3500010004749,2014-2018,1986
2083,G3500010004750,2014-2018,1995
2084,G3500010004751,2014-2018,2005
2085,G3500010004752,2014-2018,1993
2086,G3500010004753,2014-2018,1999
2087,G3500010940500,2014-2018,1981
2088,G3500010940600,2014-2018,2006
2089,G3500010940700,2014-2018,1977
2090,G3500030976400,2014-2018,1987
2091,G3500050000201,2014-2018,1955
2092,G3500050000202,2014-2018,1966
2093,G3500050000300,2014-2018,1962
2094,G3500050000400,2014-2018,1964
2095,G3500050000500,2014-2018,1955
2096,G3500050000600,2014-2018,1957
2097,G3500050000700,2014-2018,1964
2098,G3500050000800,2014-2018,1969
2099,G3500050000900,2014-2018,1975
2100,G3500050001001,2014-2018,1979
2101,G3500050001002,2014-2018,1983
2102,G3500050001101,2014-2018,1969
2103,G3500050001102,2014-2018,1986
2104,G3500050001200,2014-2018,1974
2105,G3500050001300,2014-2018,1980
2106,G3500050001400,2014-2018,1969
2107,G3500060941500,2014-2018,1974
2108,G3500060945800,2014-2018,1987
2109,G3500060946100,2014-2018,1975
2110,G3500060974201,2014-2018,1976
2111,G3500060974202,2014-2018,1967
2112,G3500060974400,2014-2018,1975
2113,G3500060974700,2014-2018,1979
2114,G3500070950500,2014-2018,1972
2115,G3500070950600,2014-2018,1961
2116,G3500070950700,2014-2018,1983
2117,G3500090000100,2014-2018,1966
2118,G3500090000201,2014-2018,1973
2119,G3500090000202,2014-2018,1973
2120,G3500090000301,2014-2018,1962
2121,G3500090000303,2014-2018,1982
2122,G3500090000304,2014-2018,1984
2123,G3500090000400,2014-2018,1952
2124,G3500090000500,2014-2018,1979
2125,G3500090000601,2014-2018,1972
2126,G3500090000602,2014-2018,1995
2127,G3500090000603,2014-2018,1985
2128,G3500090000900,2014-2018,2000
2129,G3500110960100,2014-2018,1963
2130,G3500130000102,2014-2018,1972
2131,G3500130000103,2014-2018,1986
2132,G3500130000104,2014-2018,1987
2133,G3500130000201,2014-2018,1992
2134,G3500130000202,2014-2018,1991
2135,G3500130000300,2014-2018,1964
2136,G3500130000401,2014-2018,1957
2137,G3500130000402,2014-2018,1980
2138,G3500130000500,2014-2018,1960
2139,G3500130000600,2014-2018,1957
2140,G3500130000700,2014-2018,1965
2141,G3500130000800,2014-2018,1975
2142,G3500130000900,2014-2018,1978
2143,G3500130001000,2014-2018,1960
2144,G3500130001102,2014-2018,1977
2145,G3500130001103,2014-2018,1984
2146,G3500130001104,2014-2018,1986
2147,G3500130001201,2014-2018,2003
2148,G3500130001203,2014-2018,1984
2149,G3500130001204,2014-2018,1997
2150,G3500130001205,2014-2018,1987
2151,G3500130001303,2014-2018,1984
2152,G3500130001304,2014-2018,1998
2153,G3500130001305,2014-2018,1990
2154,G3500130001306,2014-2018,2003
2155,G3500130001307,2014-2018,1993
2156,G3500130001400,2014-2018,1978
2157,G3500130001500,2014-2018,1989
2158,G3500130001600,2014-2018,1981
2159,G3500130001701,2014-2018,1999
2160,G3500130001702,2014-2018,1976
2161,G3500130001703,2014-2018,1992
2162,G3500130001705,2014-2018,1987
2163,G3500130001706,2014-2018,1984
2164,G3500130001707,2014-2018,1994
2165,G3500130001801,2014-2018,1984
2166,G3500130001802,2014-2018,1987
2167,G3500130001804,2014-2018,1990
2168,G3500130001805,2014-2018,1977
2169,G3500130001806,2014-2018,1993
2170,G3500130001900,2014-2018,1968
2171,G3500150000100,2014-2018,1956
2172,G3500150000200,2014-2018,1987
2173,G3500150000300,2014-2018,1960
2174,G3500150000401,2014-2018,1966
2175,G3500150000402,2014-2018,1958
2176,G3500150000500,2014-2018,1954
2177,G3500150000600,2014-2018,1985
2178,G3500150000700,2014-2018,1990
2179,G3500150000800,2014-2018,1971
2180,G3500150000900,2014-2018,1988
2181,G3500150001000,2014-2018,1976
2182,G3500150001100,2014-2018,1967
2183,G3500170964100,2014-2018,1985
2184,G3500170964200,2014-2018,1981
2185,G3500170964300,2014-2018,1975
2186,G3500170964400,2014-2018,1970
2187,G3500170964500,2014-2018,1980
2188,G3500170964600,2014-2018,1965
2189,G3500170964700,2014-2018,1987
2190,G3500170964800,2014-2018,1957
2191,G3500190961600,2014-2018,1967
2192,G3500210000100,2014-2018,1954
2193,G3500230970000,2014-2018,1984
2194,G3500230970200,2014-2018,1971
2195,G3500250000100,2014-2018,1957
2196,G3500250000200,2014-2018,1970
2197,G3500250000300,2014-2018,1961
2198,G3500250000400,2014-2018,1968
2199,G3500250000502,2014-2018,1968
2200,G3500250000503,2014-2018,1983
2201,G3500250000504,2014-2018,1986
2202,G3500250000600,2014-2018,1966
2203,G3500250000701,2014-2018,1992
2204,G3500250000702,2014-2018,1987
2205,G3500250000703,2014-2018,1988
2206,G3500250000704,2014-2018,1987
2207,G3500250000800,2014-2018,1964
2208,G3500250000900,2014-2018,1960
2209,G3500250001003,2014-2018,1962
2210,G3500250001004,2014-2018,1976
2211,G3500250001005,2014-2018,1967
2212,G3500250001100,2014-2018,1974
2213,G3500270960200,2014-2018,1958
2214,G3500270960300,2014-2018,1989
2215,G3500270960400,2014-2018,1985
2216,G3500270960600,2014-2018,1983
2217,G3500270960800,2014-2018,1977
2218,G3500280000100,2014-2018,1979
2219,G3500280000200,2014-2018,1958
2220,G3500280000400,2014-2018,1973
2221,G3500280000500,2014-2018,1974
2222,G3500290000100,2014-2018,1990
2223,G3500290000200,2014-2018,1985
2224,G3500290000300,2014-2018,1965
2225,G3500290000400,2014-2018,1987
2226,G3500290000500,2014-2018,1984
2227,G3500290000600,2014-2018,1957
2228,G3500310940300,2014-2018,1978
2229,G3500310940500,2014-2018,1981
2230,G3500310943500,2014-2018,1985
2231,G3500310943600,2014-2018,1987
2232,G3500310943700,2014-2018,1985
2233,G3500310943800,2014-2018,1983
2234,G3500310943901,2014-2018,1992
2235,G3500310943902,2014-2018,1987
2236,G3500310944000,2014-2018,1985
2237,G3500310945200,2014-2018,1989
2238,G3500310945300,2014-2018,1975
2239,G3500310945400,2014-2018,1957
2240,G3500310945500,2014-2018,1972
2241,G3500310945600,2014-2018,1991
2242,G3500310945700,2014-2018,1986
2243,G3500310946000,2014-2018,1988
2244,G3500310973100,2014-2018,1984
2245,G3500330955200,2014-2018,1974
2246,G3500350000100,2014-2018,1955
2247,G3500350000200,2014-2018,1958
2248,G3500350000303,2014-2018,1971
2249,G3500350000304,2014-2018,1993
2250,G3500350000305,2014-2018,1960
2251,G3500350000306,2014-2018,1973
2252,G3500350000401,2014-2018,1974
