"","GISJOIN","state_code","TOTALHH","TOTALPOP","BTUelec","BTUng","BTUlpg","BTUfo","BTUwood","BTUelec_scaleHH","BTUng_scaleHH","BTUlpg_scaleHH","BTUfo_scaleHH","BTUwd_scaleHH","BTUelec_scalePop","BTUng_scalePop","BTUlpg_scalePop","BTUfo_scalePop","BTUwd_scalePop"
"11","G0800010008402",8,1600,4894,34450583.510128,63004603.9696798,0.000190347733624196,0.0000000999999999999975,0.0000298605249105708,55120933616.2048,100807366351.488,0.304556373798713,0.000159999999999996,0.0477768398569133,168601155698.567,308344531827.613,0.931561808356814,0.000489399999999988,0.146137408912334
"12","G0800010008505",8,2375,7271,31969882.6668175,70830200.5412566,0.000000533822252394238,0.0000000999999999999971,0.00000163929879138089,75928471333.6917,168221726285.484,0.00126782784943632,0.000237499999999993,0.00389333462952962,232453016870.43,515006388135.477,0.00388142159715851,0.000727099999999979,0.0119193415121305
"13","G0800010008506",8,2717,6914,20149050.8296652,26890551.2448081,0.000000226569833361299,0.0000000999999999999978,0.000000569336430213387,54744971104.2003,73061627732.1437,0.00061559023724265,0.000271699999999994,0.00154688708088977,139310537436.305,185921271306.603,0.00156650382786002,0.000691399999999985,0.00393639207849536
"14","G0800010008507",8,2006,6704,33930852.1032351,72923226.0150681,0.000000488659856058386,0.0000000999999999999971,0.00000163287578926623,68065289319.0897,146283991386.227,0.000980251671253122,0.000200599999999994,0.00327554883326805,227472432500.088,488877307205.017,0.00327597567501542,0.000670399999999981,0.0109467992912408
"15","G0800010008508",8,1947,5896,29321310.2636857,56727495.7570779,0.000000780468639652433,0.0000000999999999999975,0.00000649465814317071,57088591083.396,110448434239.031,0.00151957244140329,0.000194699999999995,0.0126450994047534,172878445314.691,334465314983.731,0.00460164309939074,0.000589599999999985,0.0382925044121345
"16","G0800010008523",8,2860,8345,32463319.9573077,62897346.8559442,0.0000196271569693477,0.0000000999999999999975,0.0000044162683894489,92845095077.9001,179886412008,0.0561336689323344,0.000285999999999993,0.0126305275938239,270906405043.733,524878359512.854,0.163788624909206,0.000834499999999979,0.0368537597099511
"17","G0800010008524",8,2563,8378,35178035.9812426,79057191.8060606,0.000000275585841511359,0.0000000999999999999971,0.00000116517838929452,90161306219.9248,202623582598.933,0.000706326511793613,0.000256299999999993,0.00298635221176185,294721585450.85,662341152951.176,0.00230885818018217,0.000837799999999976,0.00976186454550946
"18","G0800010008526",8,2536,6978,29193277.4760536,63378482.3797137,0.000000252670987313328,0.0000000999999999999975,0.000000454124812285319,74034151679.2719,160727831314.954,0.0006407736238266,0.000253599999999994,0.00115166052395557,203710690227.902,442255050045.642,0.0017631381494724,0.000697799999999982,0.00316888294012695
"19","G0800010008529",8,3254,7235,22536233.4388715,38673283.3815126,0.000000278330095334911,0.0000000999999999999978,0.000000462281274063252,73332903610.0878,125842864123.442,0.000905686130219799,0.000325399999999993,0.00150426326580182,163049648930.235,279801205265.244,0.00201371823974808,0.000723499999999984,0.00334460501784762
"20","G0800010008533",8,2957,8186,24205556.2431898,43115005.5854005,0.000000368900878775552,0.0000000999999999999975,0.000000981607892017046,71575829811.1123,127491071516.029,0.00109083989853931,0.000295699999999992,0.0029026145366944,198146683406.752,352939435722.089,0.00301982259365667,0.000818599999999979,0.00803544220405154
"21","G0800010008534",8,1353,5058,34910741.0577181,60560382.6830601,0.00000019193296901068,0.0000000999999999999975,0.0000119601823662212,47234232651.0925,81938197770.1804,0.00025968530707145,0.000135299999999997,0.0161821267414973,176578528269.938,306314415610.918,0.000970796957256019,0.000505799999999987,0.060494602408347
"22","G0800010008535",8,1144,3677,30565789.7476256,63390192.5815717,0.000000478459751461227,0.0000000999999999999975,0.00000142591325142619,34967263471.2837,72518380313.318,0.000547357955671644,0.000114399999999997,0.00163124475963156,112390408902.019,233085738122.439,0.00175929650612293,0.000367699999999991,0.00524308302549409
"23","G0800010008536",8,984,3218,36125290.7704575,76750892.908329,0.000000268894183811636,0.0000000999999999999971,0.000000788398776012235,35547286118.1302,75522878621.7957,0.00026459187687065,0.0000983999999999972,0.000775784395596039,116251185699.332,246984373379.003,0.000865301483505844,0.000321799999999991,0.00253706726120737
"24","G0800010008537",8,1881,6842,35378857.9168588,74828622.8363469,0.000000303921073924799,0.0000000999999999999975,0.0000016794948022447,66547631741.6114,140752639555.168,0.000571675540052547,0.000188099999999995,0.00315912972302228,242062145867.148,511977437446.285,0.00207942798779347,0.000684199999999983,0.0114911034369582
"25","G0800010008538",8,2255,7586,36719096.3664805,76406263.7062412,0.000000235750013597213,0.0000000999999999999971,0.00000069053900363329,82801562306.4136,172296124657.574,0.000531616280661715,0.000225499999999994,0.00155716545319307,278551065036.121,579617916475.546,0.00178839960314846,0.000758599999999978,0.00523842888156214
"26","G0800010008539",8,3044,10670,35152724.5935675,68015518.2530522,0.000000339287606317881,0.0000000999999999999975,0.00000117040329909039,107004893662.819,207039237562.291,0.00103279147363163,0.000304399999999992,0.00356270764243115,375079571413.365,725725579760.068,0.00362019875941179,0.00106699999999997,0.0124882032012945
"27","G0800010008540",8,2480,8039,37491117.7275983,77731111.8044512,0.000000370898472857197,0.0000000999999999999971,0.00000118397471500077,92977971964.4438,192773157275.039,0.000919828212685849,0.000247999999999993,0.00293625729320191,301391095412.163,624880407795.983,0.00298165282329901,0.000803899999999977,0.00951797273389121
"28","G0800010008541",8,2042,5795,38164844.3216685,78839211.3813931,0.000000244678845624123,0.0000000999999999999971,0.000000519007182524835,77932612104.847,160989669640.805,0.00049963420276446,0.000204199999999994,0.00105981266671571,221165272844.069,456873229955.173,0.0014179139103918,0.000579499999999983,0.00300764662273142
"29","G0800010008542",8,2709,9069,35034224.7958163,73084228.7975391,0.000000247105909881754,0.0000000999999999999975,0.00000121571094801203,94907714971.8664,197985175812.534,0.000669409909869673,0.000270899999999993,0.00329336095816459,317725384673.258,662800870964.882,0.00224100349671763,0.000906899999999977,0.0110252825875211
"30","G0800010008543",8,2823,9171,29808965.5398734,65833955.1203256,0.000000464462571098903,0.0000000999999999999975,0.00000199752576104943,84150709719.0625,185849255304.679,0.0013111778382122,0.000282299999999993,0.00563901522344253,273378022966.179,603763202408.506,0.00425958623954804,0.000917099999999977,0.0183193087545843
"31","G0800010008544",8,1688,5554,39616500.3512287,74542529.5601389,0.000000361683230920974,0.0000000999999999999971,0.00000075068465381588,66872652592.8741,125827789897.515,0.000610521293794604,0.000168799999999995,0.0012671556956412,220030042950.724,414009209177.012,0.00200878866453509,0.000555399999999984,0.0041693025672934
"32","G0800010008545",8,2244,7218,34734308.1219751,78028022.3498201,0.000000271845899829187,0.0000000999999999999971,0.00000275637364755848,77943787425.7122,175094882152.996,0.000610022199216696,0.000224399999999994,0.00618530246512124,250712236024.416,563206265321.001,0.00196218370496707,0.000721799999999979,0.0198955049880771
"33","G0800010008546",8,1260,3662,28311719.0090397,54729467.2292695,0.000000218112024071866,0.0000000999999999999975,0.00000375635322115882,35672765951.3901,68959128708.8796,0.000274821150330551,0.000125999999999997,0.00473300505866011,103677515011.103,200419308993.585,0.000798726232151174,0.000366199999999991,0.0137557654958836
"34","G0800010008547",8,1143,3842,28932475.8178937,66469929.204892,0.000000242008993358626,0.0000000999999999999975,0.00000334904302553196,33069819859.8525,75975129081.1916,0.00027661627940891,0.000114299999999997,0.00382795617818303,111158572092.347,255377468005.195,0.000929798552483841,0.00038419999999999,0.0128670233040938
"35","G0800010008548",8,584,1630,31423110.2143619,62337632.5284391,0.000000457493603012612,0.0000000999999999999975,0.000000934036153328093,18351096365.1874,36405177396.6084,0.000267176264159366,0.0000583999999999985,0.000545477113543606,51219669649.4099,101610341021.356,0.000745714572910558,0.000162999999999996,0.00152247892992479
"36","G0800010008549",8,1297,4258,30848186.6866251,74173896.6645706,0.00000053706076701338,0.0000000999999999999975,0.000000875399637146137,40010098132.5527,96203543973.948,0.000696567814816354,0.000129699999999997,0.00113539332937854,131351578911.65,315832451997.741,0.00228680474594297,0.000425799999999989,0.00372745165496825
"37","G0800010008550",8,2676,8360,32419657.1963466,71227696.8099726,0.000000180013469040713,0.0000000999999999999975,0.00000409185439792928,86755002657.4235,190605316663.487,0.000481716043152948,0.000267599999999993,0.0109498023688587,271028334161.458,595463545331.371,0.00150491260118036,0.000835999999999979,0.0342079027666888
"38","G0800010008551",8,416,1549,44091210.221324,72475305.8426261,0.00000119164048781353,0.0000000999999999999968,0.000000436853532496618,18341943452.0708,30149727230.5324,0.000495722442930427,0.0000415999999999987,0.000181731069518593,68297284632.8308,112264248750.228,0.00184585111562315,0.000154899999999995,0.000676686121837262
"39","G0800010008603",8,770,1999,23824098.5816342,48994026.361545,0.000000156509188641731,0.0000000999999999999978,0.000000540654866427474,18344555907.8583,37725400298.3896,0.000120512075254133,0.0000769999999999983,0.000416304247149155,47624373064.6868,97939058696.7284,0.00031286186809482,0.000199899999999996,0.00108076907798852
"40","G0800010008604",8,1144,5304,29805113.508996,69527661.2331248,0.000000356813056248113,0.0000000999999999999975,0.00000210338519083252,34097049854.2915,79539644450.6948,0.000408194136347841,0.000114399999999997,0.00240627265831241,158086322051.715,368774715180.494,0.00189253645033999,0.000530399999999987,0.0111563550521757
"41","G0800010008605",8,1444,4194,27496303.7516464,56314503.6614808,0.000000327511930551166,0.0000000999999999999975,0.00000195502435651972,39704662617.3774,81318143287.1783,0.000472927227715884,0.000144399999999996,0.00282305517081447,115319497934.405,236183028356.251,0.00137358503673159,0.000419399999999989,0.0081993721512437
"42","G0800010008606",8,2461,6454,21971675.025796,43629295.8975362,0.000000472262220807275,0.0000000999999999999978,0.000000903947263955488,54072292238.484,107371697203.836,0.0011622373254067,0.000246099999999995,0.00222461421659445,141805190616.487,281583475722.698,0.00304798037309015,0.000645399999999986,0.00583407564156872
"43","G0800010008705",8,1451,5547,27180247.8622065,62218675.7708242,0.000000840116595021656,0.0000000999999999999975,0.00000129315512708844,39438539648.0616,90279298543.4659,0.00121900917937642,0.000145099999999996,0.00187636808940532,150768834891.659,345126994500.762,0.00466012675258512,0.000554699999999986,0.00717313148995957
"44","G0800010008706",8,1588,5835,27253024.739311,60071535.182803,0.000000669071112900762,0.0000000999999999999975,0.00000131470801011955,43277803286.0258,95393597870.2912,0.00106248492728641,0.000158799999999996,0.00208775632006985,159021399353.88,350517407791.656,0.00390402994377594,0.000583499999999985,0.00767132123904758
"45","G0800010008709",8,2533,7994,24038672.4444951,49256566.1797634,0.000000603474140678997,0.0000000999999999999975,0.00000130370038980644,60889957301.906,124766882133.341,0.0015285999983399,0.000253299999999994,0.00330227308737971,192165147521.294,393756990041.029,0.0048241722805879,0.00079939999999998,0.0104217809161127
"46","G0800010008801",8,1509,5274,26140596.0490745,63690947.6347267,0.000000788065520395922,0.0000000999999999999975,0.00000123544239362573,39446159438.0535,96109639980.8026,0.00118919087027745,0.000150899999999996,0.00186428257198123,137865503562.819,335906057825.548,0.00415625755456809,0.000527399999999987,0.00651572318398211
"47","G0800010008802",8,1172,5170,27831631.9670635,65623835.1034296,0.000000370268264614682,0.0000000999999999999975,0.0000030228351007153,32618672665.3984,76911134741.2195,0.000433954406128407,0.000117199999999997,0.00354276273803833,143889537269.718,339275227484.731,0.00191428692805791,0.000516999999999987,0.0156280574706981
"48","G0800010008901",8,730,2664,28516128.5285651,68138363.9324794,0.000000896067788309455,0.0000000999999999999975,0.000001085389681312,20816773825.8525,49741005670.71,0.000654129485465903,0.0000729999999999982,0.000792334467357757,75966966400.0975,181520601516.125,0.00238712458805639,0.000266399999999993,0.00289147811101516
"49","G0800010009001",8,1477,4535,26734205.8110419,49641430.6551948,0.000000380554589520368,0.0000000999999999999975,0.00000107978004487254,39486421982.9088,73320393077.7228,0.000562079128721584,0.000147699999999996,0.00159483512627674,121239623353.075,225123888021.309,0.00172581506347487,0.000453499999999989,0.00489680250349698
"50","G0800010009002",8,3246,10217,25403005.4534645,51688379.7868521,0.000000208353224470783,0.0000000999999999999975,0.00000246693124792361,82458155701.9457,167780480788.122,0.000676314566632161,0.000324599999999992,0.00800765883076003,259542506718.047,528100176282.268,0.00212874489441799,0.00102169999999997,0.0252046365600355
"51","G0800010009101",8,1397,4766,31008656.3644335,72056684.6545681,0.00000123834376040926,0.0000000999999999999975,0.00000123167777590521,43319092941.1136,100663188462.432,0.00172996623329174,0.000139699999999996,0.00172065385293958,147787256232.89,343422159063.672,0.00590194636211053,0.000476599999999988,0.00587017627996423
"52","G0800010009103",8,1117,4268,28537484.8991702,64901298.468641,0.00000066498511167663,0.0000000999999999999975,0.00000144374479951028,31876370632.3731,72494750389.472,0.000742788369742796,0.000111699999999997,0.00161266294105298,121797985549.658,276998741864.16,0.00283815645663586,0.000426799999999989,0.00616190280430986
"53","G0800010009104",8,1883,5966,27201422.2788033,60220239.8645513,0.000000344316751851656,0.0000000999999999999975,0.00000313999153317399,51220278150.9866,113394711664.95,0.000648348443736669,0.000188299999999995,0.00591260405696662,162283685315.34,359273951031.913,0.00205419374154698,0.000596599999999985,0.018733189486916
"54","G0800010009202",8,1395,4244,27782066.9933367,69785450.3487376,0.00000104016864210439,0.0000000999999999999975,0.000000502902045098129,38755983455.7047,97350703236.489,0.00145103525573562,0.000139499999999996,0.00070154835291189,117907092319.721,296169451280.043,0.00441447571709103,0.000424399999999989,0.00213431627939646
"55","G0800010009203",8,1721,4488,17535491.20192,24648744.9296562,0.000000344012436722798,0.0000000999999999999978,0.00000057663853746426,30178580358.5044,42420490023.9383,0.000592045403599935,0.000172099999999996,0.000992394922975991,78699284514.2171,110623567244.297,0.00154392781601192,0.00044879999999999,0.0025879537561396
"56","G0800010009204",8,2632,7518,26235922.8531184,46325301.444829,0.000000511659078512543,0.0000000999999999999975,0.00000127941290854786,69052948949.4076,121928193402.79,0.00134668669464501,0.000263199999999993,0.00336741477529798,197241668009.744,348273616262.224,0.0038466529522573,0.000751799999999981,0.00961862624646284
"57","G0800010009206",8,808,2257,24933465.0851184,50837367.1180723,0.000000215257428328344,0.0000000999999999999975,0.00000170690791643936,20146239788.7756,41076592631.4024,0.000173928002089302,0.000080799999999998,0.00137918159648301,56274830697.1122,114739937585.489,0.000485836015737072,0.000225699999999994,0.00385249116740365
"58","G0800010009207",8,1559,4807,25897176.3929562,47438929.1937391,0.00000018431079952194,0.0000000999999999999975,0.00000308466310638863,40373697996.6187,73957290613.0393,0.000287340536454705,0.000155899999999996,0.00480898978285988,124487726920.941,228038932634.304,0.000885982013301967,0.000480699999999988,0.0148279755524102
"59","G0800010009304",8,2152,5846,24400229.5803767,49122664.9402902,0.0000005697107944443,0.0000000999999999999975,0.00000150602867632287,52509294056.9707,105711974951.505,0.00122601762964413,0.000215199999999995,0.00324097371144682,142643742126.882,287171099240.937,0.00333052930432138,0.000584599999999985,0.00880424364178352
"60","G0800010009306",8,1246,3561,29753881.3252093,72146959.3489135,0.000000326019787134096,0.0000000999999999999975,0.00000109559313299838,37073336131.2107,89895111348.7462,0.000406220654769083,0.000124599999999997,0.00136510904371598,105953571399.07,256915322241.481,0.00116095646198451,0.000356099999999991,0.00390140714660722
"61","G0800010009307",8,1209,3944,24464527.6540209,52054132.892948,0.000000254313808747502,0.0000000999999999999975,0.00000155535960009862,29577613933.7112,62933446667.5741,0.00030746539477573,0.000120899999999997,0.00188042975651923,96488097067.4583,205301500129.787,0.00100301366170015,0.00039439999999999,0.00613433826278894
"62","G0800010009308",8,1363,4606,25715163.1028033,57103080.0216927,0.000000359994169164081,0.0000000999999999999975,0.00000128169387534077,35049767309.1209,77831498069.5672,0.000490672052570643,0.000136299999999997,0.00174694875208947,118444041251.512,263016786579.917,0.00165813314316976,0.000460599999999988,0.0059034819898196
"63","G0800010009309",8,1620,3989,23256070.2584031,46675575.4783398,0.000000486354884858958,0.0000000999999999999978,0.000000342278300575069,37674833818.6131,75614432274.9104,0.000787894913471513,0.000161999999999997,0.000554490846931612,92768464260.7701,186188870583.097,0.00194006963570239,0.000398899999999991,0.00136534814099395
"64","G0800010009310",8,1921,5652,26261598.238405,55821240.3364061,0.000000569123106812075,0.0000000999999999999975,0.000000552668419157274,50448530215.9759,107232602686.236,0.001093285488186,0.000192099999999995,0.00106167603320112,148430553243.465,315501650381.367,0.00321668379970185,0.000565199999999986,0.00312368190507691
"65","G0800010009316",8,2208,7291,27194018.0489696,62549688.8563095,0.000000635006386878685,0.0000000999999999999975,0.00000305913652722999,60044391852.125,138109712994.731,0.00140209410222814,0.000220799999999994,0.00675457345212381,198271585595.038,456049781451.353,0.00462983156673249,0.000729099999999982,0.0223041644200338
"66","G0800010009318",8,2255,6562,20913805.0775411,37399766.912319,0.00000041930478609007,0.0000000999999999999975,0.000000861301386184842,47160630449.8551,84336474387.2794,0.000945532292633108,0.000225499999999994,0.00194223462584682,137236388918.824,245417270478.637,0.00275147800632304,0.000656199999999983,0.00565185969614493
"67","G0800010009320",8,1053,2834,18081312.1744733,31860479.1122934,0.000000487513775339303,0.0000000999999999999975,0.00000364371042783905,19039621719.7204,33549084505.2449,0.000513352005432286,0.000105299999999997,0.00383682708051452,51242438702.4574,90292597804.2395,0.00138161403931159,0.000283399999999993,0.0103262753524959
"68","G0800010009321",8,1278,3846,22991849.8045739,46145623.4952724,0.000000423307840418994,0.0000000999999999999975,0.00000207619172708948,29383584050.2454,58974106826.9582,0.000540987420055474,0.000127799999999997,0.00265337302722035,88426654348.3911,177476067962.818,0.00162804195425145,0.00038459999999999,0.00798503338238613
"69","G0800010009322",8,1616,4642,26280090.2852461,56449079.0339126,0.000000441877466483798,0.0000000999999999999975,0.00000325720380492591,42468625900.9577,91221711718.8027,0.000714073985837817,0.000161599999999996,0.00526364134876028,121992179104.112,262036624875.422,0.00205119519941779,0.000464199999999988,0.0151199400624661
"70","G0800010009323",8,1459,4004,22335405.890894,40554961.9063514,0.000000358027546673066,0.0000000999999999999975,0.000000721471711802137,32587357194.8144,59169689421.3666,0.000522362190596003,0.000145899999999996,0.00105262722751932,89430965187.1396,162382067473.031,0.00143354229687896,0.00040039999999999,0.00288877273405576
"71","G0800010009325",8,2381,5200,23848792.5787375,39303545.6625121,0.000000266938177562461,0.0000000999999999999978,0.000000989832889363942,56783975129.974,93581742222.4414,0.00063557980077622,0.000238099999999995,0.00235679210957555,124013721409.435,204378437445.063,0.0013880785233248,0.000519999999999989,0.0051471310246925
"72","G0800010009326",8,1152,2721,28354190.8883021,58133595.3528574,0.000000296981003032603,0.0000000999999999999978,0.000000856882342991184,32664027903.324,66969901846.4917,0.000342122115493558,0.000115199999999998,0.000987128459125844,77151753407.0701,158181512955.125,0.000808085309251712,0.000272099999999994,0.00233157685527901
"73","G0800010009327",8,1518,4228,28574213.0790401,60466315.0171914,0.000000358964464700985,0.0000000999999999999975,0.000000834837910378242,43375655453.9828,91787866196.0966,0.000544908057416096,0.000151799999999996,0.00126728394795417,120811772898.181,255651579892.685,0.00151770175675577,0.000422799999999989,0.00352969468507921
"74","G0800010009401",8,1771,5249,29841824.6620303,64423505.9825042,0.000000554180663130089,0.0000000999999999999975,0.0000015777181547671,52849871476.4557,114094029095.015,0.000981453954403387,0.000177099999999996,0.00279413885209253,156639737650.997,338158982902.165,0.00290889430076984,0.000524899999999987,0.00828144259437248
"75","G0800010009406",8,1741,4541,26940216.6655581,52286007.7803104,0.000000304324561543872,0.0000000999999999999978,0.00000169493314195119,46902917214.7367,91029939545.5204,0.000529829061647881,0.000174099999999996,0.00295087860013702,122335523878.299,237430761330.389,0.00138193783397072,0.00045409999999999,0.00769669139760035
"76","G0800010009407",8,1765,5082,27195160.4664083,54376456.3512893,0.000000333815370528723,0.0000000999999999999975,0.00000248544340601699,47999458223.2106,95974445460.0255,0.000589184128983196,0.000176499999999996,0.00438680761162,138205805490.287,276341151177.252,0.00169644971302697,0.000508199999999987,0.0126310233893784
"77","G0800010009408",8,1778,4823,31325973.1322392,59531435.3302306,0.000000417147603691166,0.0000000999999999999975,0.000000743002039788656,55697580229.1214,105846892017.15,0.000741688439362893,0.000177799999999995,0.00132105762674423,151085168416.79,287120112597.702,0.00201190289260249,0.000482299999999988,0.00358349883790069
"78","G0800010009409",8,2263,5603,32056103.8154968,60410146.8100932,0.000000135424950779368,0.0000000999999999999975,0.000000899752970116712,72542962934.4692,136708162231.241,0.000306466663613709,0.000226299999999994,0.00203614097137412,179610349678.228,338478052576.952,0.000758785999216797,0.000560299999999986,0.00504131589156394
"79","G0800010009410",8,1183,3057,37428767.4163982,70669413.7265713,0.0000000874173926535211,0.0000000999999999999975,0.00000256937378131707,44278231853.5991,83601916438.5339,0.000103414775509115,0.000118299999999997,0.00303956918329809,114419741991.929,216036397762.129,0.000267234969341814,0.000305699999999992,0.00785457564948628
"80","G0800010009411",8,1265,3054,26515861.6007865,56417795.8490727,0.000000194764531788489,0.0000000999999999999978,0.00000355871698886612,33542564924.9949,71368511749.077,0.000246377132712439,0.000126499999999997,0.00450177699091564,80979441328.802,172299948523.068,0.000594810880082046,0.000305399999999993,0.0108683216839971
"81","G0800010009501",8,1176,3247,25284544.8072625,57100433.2855361,0.00000072333917375276,0.0000000999999999999975,0.000000287533760337222,29734624693.3407,67150109543.7904,0.000850646868333245,0.000117599999999997,0.000338139702156573,82098916989.1812,185405106878.136,0.00234868229717521,0.000324699999999992,0.00093362211981496
"82","G0800010009502",8,1518,4809,30489411.8537674,68771918.9596644,0.000000871498544391484,0.0000000999999999999975,0.000000383537931195754,46282927194.0189,104395772980.771,0.00132293479038627,0.000151799999999996,0.000582210579555155,146623581604.768,330724158277.026,0.00419103649997865,0.000480899999999988,0.00184443391112038
"83","G0800010009553",8,1184,3728,27129781.4990136,55154100.893907,0.000000407100512547755,0.0000000999999999999975,0.000000706513370997938,32121661294.8321,65302455458.3858,0.000482007006856542,0.000118399999999997,0.000836511831261558,101139825428.323,205614488132.485,0.00151767071077803,0.000372799999999991,0.00263388184708031
"84","G0800010009603",8,2283,6645,24619540.8634439,39493197.4132108,0.000000593810656563996,0.0000000999999999999975,0.000000720518276291741,56206411791.2425,90162969694.3604,0.0013556697289356,0.000228299999999994,0.00164494322477404,163596849037.585,262432296810.786,0.00394587181286775,0.000664499999999983,0.00478784394595862
"85","G0800010009604",8,1891,4452,22640344.5647512,40810962.4318223,0.000000429886191681705,0.0000000999999999999978,0.000000546369707184037,42812891571.9446,77173529958.5759,0.000812914788470104,0.000189099999999996,0.00103318511628501,100794814002.272,181690404746.473,0.00191385332536695,0.00044519999999999,0.00243243793638333
"86","G0800010009606",8,1078,2627,22545828.0121536,40654160.8099583,0.000000778998399692735,0.0000000999999999999978,0.000000468169601031919,24304402597.1016,43825185353.1351,0.000839760274868769,0.000107799999999998,0.000504686829912409,59227890187.9275,106798480447.761,0.00204642879599282,0.000262699999999994,0.00122988154191085
"87","G0800010009607",8,1831,5097,24049918.4047309,40067570.9876889,0.000000401326274717269,0.0000000999999999999975,0.000000885100373732095,44035400599.0623,73363722478.4583,0.000734828409007319,0.000183099999999995,0.00162061878430347,122582434108.913,204224409324.25,0.00204556002223392,0.000509699999999987,0.00451135660491249
"88","G0800010009608",8,1340,3198,27683558.5263123,61374500.5965837,0.0000003826859320872,0.0000000999999999999978,0.00000149199544747242,37095968425.2585,82241830799.4221,0.000512799148996848,0.000133999999999997,0.00199927389961304,88532020167.1469,196275652907.875,0.00122382961081487,0.000319799999999993,0.0047714014410168
"89","G0800010009751",8,1324,3807,25392123.9515614,49999521.474742,0.000000529248110575515,0.0000000999999999999975,0.00000283355588668009,33619172111.8673,66199366432.5584,0.000700724498401982,0.000132399999999997,0.00375162799396444,96667815883.5944,190348178254.343,0.00201484755696099,0.00038069999999999,0.0107873472605911
"90","G0800010009752",8,1034,3468,26459974.5804613,54964027.5430829,0.000000308019889645071,0.0000000999999999999975,0.00000124237016398722,27359613716.1969,56832804479.5477,0.000318492565893004,0.000103399999999997,0.00128461074956278,91763191845.0397,190615247519.411,0.00106821297728911,0.000346799999999991,0.00430853972870766
"91","G0800010015000",8,1173,2996,27432361.6377721,64391845.0492993,0.000000653814998547534,0.0000000999999999999978,0.00000489819229584274,32178160201.1066,75531634242.8281,0.000766924993296258,0.000117299999999997,0.00574557956302353,82187355466.7651,192917967767.701,0.00195882973564841,0.000299599999999994,0.0146749841183448
"92","G0800010060000",8,1900,5484,34033485.7693473,60623548.093987,0.000000255801867139796,0.0000000999999999999971,0.000000528122943539207,64663622961.7599,115184741378.575,0.000486023547565613,0.000189999999999995,0.00100343359272449,186639635959.101,332459537747.425,0.00140281743939464,0.000548399999999984,0.00289622622236901
