"","GISJOIN","state_code","TOTALHH","TOTALPOP","BTUelec","BTUng","BTUlpg","BTUfo","BTUwood"
"150","G0800050007301",8,860,2364,16968853967.4855,25715319941.4662,0.000725709563392208,0.0000859999999999975,0.000499503953257881
"151","G0800050007302",8,1818,5457,34356211831.5672,59885478859.1478,0.000694846583398035,0.000181799999999995,0.000571281154254516
"152","G0800050007400",8,1622,5413,41527349782.3799,103425416126.691,0.00101384910928825,0.000162199999999995,0.00104167584853923
"153","G0800050007500",8,787,2424,22807067970.1603,48228107675.4964,0.00124417523015018,0.000078699999999998,0.000657150631564889
"154","G0800050007600",8,1232,3781,29101175810.4265,51434838398.0257,0.00110480571711442,0.000123199999999996,0.00138697357404544
"155","G0800050007702",8,1504,4268,34938166003.2166,66165101538.267,0.000464416552988637,0.000150399999999996,0.00257434094177818
"156","G0800050007703",8,1604,4644,37141585813.1982,77033355883.3572,0.00137737750135196,0.000160399999999995,0.00497708550897318
"157","G0800050007704",8,1871,4946,35383884286.8014,58550411754.16,0.000514684217988457,0.000187099999999995,0.00688915377567306
"158","G0800050080000",8,1244,3545,31968057753.2018,53365216926.6583,0.000473271599836906,0.000124399999999996,0.00340621805613409
"159","G0800050080100",8,1802,4266,36562860185.656,57352086015.6356,0.00032147191141917,0.000180199999999995,0.00138404165789425
"160","G0800050080200",8,2154,6595,59309181151.4805,107552228262.726,0.000355850485578683,0.000215399999999994,0.00463335771226967
"161","G0800050080300",8,2263,5529,58006303506.9374,104839780946.123,0.00111478779864599,0.000226299999999994,0.011663771247754
"162","G0800050080400",8,2047,5187,53164951766.3696,96284973234.1364,0.00032685591855275,0.000204699999999995,0.0162709433720269
"163","G0800050080500",8,1687,3556,38669926153.9199,64569999041.465,0.000411166459653277,0.000168699999999996,0.00497164267257815
"164","G0800050080600",8,1816,3433,31563949238.7599,52302241011.5968,0.000297413216041096,0.000181599999999995,0.00354600218163042
"165","G0800050080700",8,1920,5794,46039114322.4438,91501668215.4717,0.000299084590929875,0.000191999999999994,0.00958847613975249
"166","G0800050080800",8,1123,3691,23355228867.5806,44585224430.0235,0.000190900233493461,0.000112299999999997,0.00359870902528218
"167","G0800050080900",8,1339,5004,40861640303.8728,94936343340.4145,0.000463528858236293,0.000133899999999996,0.00338539154080687
"168","G0800050081000",8,2318,5773,44983530752.8673,68437021622.159,0.000509857424118916,0.000231799999999993,0.00177761252083669
"169","G0800050081100",8,2494,6230,43573410541.3176,63332689463.1174,0.00055322305202677,0.000249399999999993,0.00283572133368693
"170","G0800050081200",8,1865,4788,37411677838.731,67387733125.3226,0.000563512014129573,0.000186499999999995,0.018207286676527
"171","G0800050081300",8,1063,3153,24736173016.8443,46744390998.4249,0.000156408713582359,0.000106299999999997,0.00876357635827511
"172","G0800050081400",8,1586,4236,44581340923.9614,63642698337.9184,0.000374391885003708,0.000158599999999996,0.00812043769823664
"173","G0800050081500",8,2136,2905,39793403721.3314,54656655132.8801,0.000125307718207306,0.000213599999999995,0.000670666299767363
"174","G0800050081600",8,1840,5215,50359347743.9325,87207441835.3722,0.000219712894686667,0.000183999999999995,0.0145389426367067
"175","G0800050081700",8,988,3005,35809250768.855,78817802780.5785,0.000273600844072027,0.0000987999999999968,0.00295825352156325
"176","G0800050081800",8,1577,5646,36952457110.3163,63484136085.8361,0.000912847407802382,0.000157699999999995,0.00663372315567627
"177","G0800050081900",8,2361,7081,56156744502.1498,93812963327.1776,0.000574697332611606,0.000236099999999993,0.008987369554738
"178","G0800050082000",8,1738,4162,28661356884.8979,47957225269.2542,0.000445481589213582,0.000173799999999996,0.000917045560788728
"179","G0800050082100",8,2332,7130,53489108923.5464,98904945816.6911,0.000321861451680538,0.000233199999999993,0.00730002681305984
"180","G0800050082200",8,2123,6531,49471822739.3105,99291301603.6463,0.000422905820066652,0.000212299999999994,0.0253673662430609
"181","G0800050082300",8,1377,4084,31026238429.0709,50408745501.0302,0.000771343465919326,0.000137699999999997,0.0208406659351507
"182","G0800050082400",8,1434,4053,35445268762.4767,69090477667.5916,0.000376460791574647,0.000143399999999996,0.017920996368019
"183","G0800050082500",8,743,2246,23418410674.479,45868030214.3931,0.0001570428221297,0.0000742999999999976,0.00808170165757565
"184","G0800050082600",8,2256,5374,44022098658.2869,73750070734.9779,0.000501436709736032,0.000225599999999994,0.00169793234920317
"185","G0800050082700",8,1160,3654,36785605020.0526,68563380047.7569,0.000474464319078557,0.000115999999999997,0.00411425012632711
"186","G0800050082800",8,1849,4899,47717514677.7509,89974157371.8925,0.000486016263472312,0.000184899999999995,0.0161041942780798
"187","G0800050082900",8,1638,4774,42434287658.8239,92204624997.0539,0.000259935660839926,0.000163799999999995,0.0131533041838861
"188","G0800050083000",8,1227,3758,41611441148.9979,86985554387.1205,0.000403421412506418,0.000122699999999996,0.000959917656355516
"189","G0800050083100",8,2537,6772,67734634148.0227,134829130225.37,0.00125241975597544,0.000253699999999993,0.00189294258440984
"190","G0800050083200",8,2802,9372,92340845955.6343,217412624444.436,0.000681802265994816,0.000280199999999993,0.00334171483741928
"191","G0800050083300",8,1790,4526,48040148960.5733,102528827578.101,0.000544477255141166,0.000178999999999995,0.00954183635258775
"192","G0800050083400",8,2223,7097,65591483063.8685,146016305113.46,0.00039466036239565,0.000222299999999994,0.0184890236028484
"193","G0800050083500",8,2150,6318,50253178367.1555,90963307529.6398,0.000664228054373142,0.000214999999999994,0.00647402686836891
"194","G0800050083600",8,1623,3832,32712203148.8313,52653866470.9519,0.000756050431215012,0.000162299999999996,0.00598101621310044
"195","G0800050083700",8,1450,4118,41331273445.4586,89382044383.8226,0.000190005938637316,0.000144999999999996,0.00317600063841373
"196","G0800050083800",8,1097,3043,27279471594.0864,51124670262.5766,0.000167271535994404,0.000109699999999997,0.00809021661655077
"197","G0800050083900",8,1430,2843,28219454899.6309,46727947328.1398,0.000418992877063808,0.000142999999999997,0.000983805033175215
"198","G0800050084000",8,757,2644,23435686857.2326,48452775495.8716,0.000144530389182268,0.0000756999999999981,0.0189646206435589
"199","G0800050084100",8,1533,4555,39242286008.1145,67717745906.217,0.00048053587975689,0.000153299999999996,0.011147852037059
"200","G0800050084200",8,1274,3785,32815234325.6017,68971433047.095,0.000223585081455888,0.000127399999999996,0.0205560403955672
"201","G0800050084300",8,1180,3523,33630583627.0767,73376827550.5605,0.000205816584824209,0.000117999999999997,0.0119958590579408
"202","G0800050084500",8,1162,3004,24044815484.6827,38189139660.2616,0.000230407074454002,0.000116199999999997,0.000944512568281046
"203","G0800050084600",8,1964,5421,49646145372.3097,89815619627.2984,0.000276101764617814,0.000196399999999995,0.015046422151839
"204","G0800050084700",8,1604,4276,43255524032.0765,87203685537.5714,0.000301217925217068,0.000160399999999996,0.0177127454404952
"205","G0800050084800",8,1192,3419,34443166494.6917,79707339688.2296,0.000522330541383198,0.000119199999999997,0.00304730316364573
"206","G0800050084900",8,1058,3333,38955201431.9205,81078752836.7869,0.000223123900901899,0.000105799999999997,0.00141129685080879
"207","G0800050085000",8,782,2036,21432150710.4242,35562316197.4531,0.000273424340961467,0.0000781999999999983,0.000427826153300684
"208","G0800050085200",8,943,2980,36814420327.3628,82748436721.7335,0.000369600587096636,0.000094299999999997,0.00104269285021972
"209","G0800050085300",8,1010,2704,29875231604.566,50141783177.7698,0.000521165692891739,0.000100999999999997,0.000559061034864359
"210","G0800050085500",8,1803,5594,59726543851.5461,123787638612.913,0.000465481154552697,0.000180299999999995,0.00724826721461086
"211","G0800050085800",8,631,1759,18523619861.4876,36455657816.1858,0.00015085563553436,0.0000630999999999982,0.00160128797871164
"212","G0800050085900",8,1672,5393,56995286158.0332,115215172824.37,0.000360200653327702,0.000167199999999995,0.000399005216096929
"213","G0800050086000",8,2443,8350,80617222062.2241,157557005468.579,0.000667243590752082,0.000244299999999993,0.00460808593563153
"214","G0800050086100",8,1565,4798,47822059578.4982,109107350884.699,0.000560348063376219,0.000156499999999996,0.0042487901947325
"215","G0800050086200",8,2011,6740,64387972515.218,153799815650.312,0.000783466457571673,0.000201099999999994,0.00237235570246573
"216","G0800050086300",8,1892,4680,45351495223.4163,78288280344.5535,0.000717754704623157,0.000189199999999996,0.000810176531984243
"217","G0800050086400",8,724,2090,26515425938.128,51976080159.4438,0.00397138449369056,0.0000723999999999977,0.00406312097468668
"218","G0800050086500",8,1903,5247,52119275282.8518,95502974635.4991,0.000502974779906129,0.000190299999999995,0.00192888092278413
"219","G0800050086600",8,2470,5812,74830245481.6369,140228764654.271,0.000346091338754935,0.000246999999999995,0.00117624614205244
"220","G0800050086700",8,1449,5034,60858484465.6087,125738430624.037,0.000343424173188748,0.000144899999999995,0.000591779262332437
"221","G0800050086800",8,3174,7362,64645163907.6902,107455015826.423,0.0018072846171248,0.000317399999999992,0.00262954208762096
"222","G0800050086900",8,1412,2945,26254472794.6056,40105906397.2705,0.00043912619258007,0.000141199999999996,0.000353576676084239
"223","G0800050087000",8,2104,5331,37116590232.8724,57394137842.3815,0.000392132651345141,0.000210399999999995,0.00142179598411256
"224","G0800050087100",8,1318,2695,23491715579.8725,36914687220.8495,0.0002350009282285,0.000131799999999997,0.00152248258520228
"225","G0800050087200",8,2126,4249,38640111790.1909,58675107319.4942,0.000996768050348455,0.000212599999999995,0.000920012092889615
"226","G0800050087300",8,3132,8277,54800668818.6792,86109600640.0356,0.000414335012440254,0.000313199999999992,0.00395429144712925
"227","G0800070940400",8,575,1283,15138845189.2265,22906498451.9003,6048348.06382344,0.0000574999999999988,156.987303975008
"228","G0800070974200",8,2585,5685,63909623890.6262,123888983321.314,0.845104107008031,0.000258499999999994,0.238472990526009
"229","G0800070974300",8,1439,3430,39612694510.927,63073223614.0312,9557.05898106965,0.000143899999999997,24.1591617384502
